"Distance [mm]","Voltage [V]","MagE [V_per_meter]","XCoord []","YCoord []","ZCoord []","TangUnitVecX []","TangUnitVecY []","TangUnitVecZ []"
7.4088,81.4319950289677,9236.73450559203,-0.0002,0,0.0033912,0,0,-1
7.4304,81.2326490544409,9239.78053587096,-0.0002,0,0.0033696,0,0,-1
7.452,81.0331825462239,9239.99606957546,-0.0002,0,0.003348,0,0,-1
7.4736,80.8336963322257,9240.26130722693,-0.0002,0,0.0033264,0,0,-1
7.4952,80.6341904124462,9240.57491710038,-0.0002,0,0.0033048,0,0,-1
7.5168,80.4346647868854,9240.93563405738,-0.0002,0,0.0032832,0,0,-1
7.5384,80.2351194555434,9241.34225954593,-0.0002,0,0.0032616,0,0,-1
7.56,80.0355544184202,9241.79366160057,-0.0002,0,0.00324,0,0,-1
7.5816,79.8359696755157,9242.28877484235,-0.0002,0,0.0032184,0,0,-1
7.6032,79.63636522683,9242.82660047882,-0.0002,0,0.0031968,0,0,-1
7.6248,79.4367410723629,9243.40620630401,-0.0002,0,0.0031752,0,0,-1
7.6464,79.2370972121147,9244.02672669848,-0.0002,0,0.0031536,0,0,-1
7.668,79.0374336460852,9244.68736262927,-0.0002,0,0.003132,0,0,-1
7.6896,78.8377503742745,9245.38738164995,-0.0002,0,0.0031104,0,0,-1
7.7112,78.6380473966825,9246.12611790058,-0.0002,0,0.0030888,0,0,-1
7.7328,78.4383247133093,9246.9029721077,-0.0002,0,0.0030672,0,0,-1
7.7544,78.2385823241547,9247.71741158439,-0.0002,0,0.0030456,0,0,-1
7.776,78.038820229219,9248.56897023021,-0.0002,0,0.003024,0,0,-1
7.7976,77.839038428502,9249.45724853124,-0.0002,0,0.0030024,0,0,-1
7.8192,77.6392369220038,9250.38191356004,-0.0002,0,0.0029808,0,0,-1
7.8408,77.4394157097243,9251.34269897566,-0.0002,0,0.0029592,0,0,-1
7.8624,77.2395747916635,9252.33940502372,-0.0002,0,0.0029376,0,0,-1
7.884,77.0397141678215,9253.37189853629,-0.0002,0,0.002916,0,0,-1
7.9056,76.8398338381983,9254.44011293194,-0.0002,0,0.0028944,0,0,-1
7.9272,76.639933540881,9255.52757955256,-0.0002,0,0.0028728,0,0,-1
7.9488,76.4400067682939,9255.96250705104,-0.0002,0,0.0028512,0,0,-1
7.9704,76.2400682633631,9256.42137468603,-0.0002,0,0.0028296,0,0,-1
7.992,76.0401180260885,9256.90419746542,-0.0002,0,0.002808,0,0,-1
8.0136,75.8401560564702,9257.41099073762,-0.0002,0,0.0027864,0,0,-1
8.0352,75.6401823545081,9257.94177019162,-0.0002,0,0.0027648,0,0,-1
8.0568,75.4401969202023,9258.496551857,-0.0002,0,0.0027432,0,0,-1
8.0784,75.2401997535528,9259.07535210387,-0.0002,0,0.0027216,0,0,-1
8.1,75.0401908545594,9259.67818764287,-0.0002,0,0.0027,0,0,-1
8.1216,74.8401702232224,9260.30507552527,-0.0002,0,0.0026784,0,0,-1
8.1432,74.6401378595416,9260.95603314284,-0.0002,0,0.0026568,0,0,-1
8.1648,74.440093763517,9261.63107822792,-0.0002,0,0.0026352,0,0,-1
8.1864,74.2400379351487,9262.33022885345,-0.0002,0,0.0026136,0,0,-1
8.208,74.0399703744367,9263.05350343285,-0.0002,0,0.002592,0,0,-1
8.2296,73.8398910813809,9263.80092072016,-0.0002,0,0.0025704,0,0,-1
8.2512,73.6398000559813,9264.57249980999,-0.0002,0,0.0025488,0,0,-1
8.2728,73.439697298238,9265.36826013745,-0.0002,0,0.0025272,0,0,-1
8.2944,73.2395828081509,9266.18822147827,-0.0002,0,0.0025056,0,0,-1
8.316,73.0394565857201,9267.03240394866,-0.0002,0,0.002484,0,0,-1
8.3376,72.8393186309456,9267.9008280055,-0.0002,0,0.0024624,0,0,-1
8.3592,72.6391689438272,9268.79351444615,-0.0002,0,0.0024408,0,0,-1
8.3808,72.4390075243652,9269.71048440852,-0.0002,0,0.0024192,0,0,-1
8.4024,72.2388343725594,9270.65175937113,-0.0002,0,0.0023976,0,0,-1
8.424,72.0386494884098,9271.61736115302,-0.0002,0,0.002376,0,0,-1
8.4456,71.8384421165647,9271.48433959302,-0.0002,0,0.0023544,0,0,-1
8.4672,71.6382297596849,9271.22503508972,-0.0002,0,0.0023328,0,0,-1
8.4888,71.4380144981956,9270.99984444473,-0.0002,0,0.0023112,0,0,-1
8.5104,71.237796332097,9270.80874947544,-0.0002,0,0.0022896,0,0,-1
8.532,71.037575261389,9270.6517327109,-0.0002,0,0.002268,0,0,-1
8.5536,70.8373512860717,9270.52877739191,-0.0002,0,0.0022464,0,0,-1
8.5752,70.6371244061449,9270.43986747089,-0.0002,0,0.0022248,0,0,-1
8.5968,70.4368946216088,9270.38498761203,-0.0002,0,0.0022032,0,0,-1
8.6184,70.2366619324633,9270.36412319122,-0.0002,0,0.0021816,0,0,-1
8.64,70.0364263387084,9270.37726029602,-0.0002,0,0.00216,0,0,-1
8.6616,69.8361878403442,9270.42438572571,-0.0002,0,0.0021384,0,0,-1
8.6832,69.6359464373706,9270.50548699126,-0.0002,0,0.0021168,0,0,-1
8.7048,69.4357021297876,9270.62055231536,-0.0002,0,0.0020952,0,0,-1
8.7264,69.2354549175952,9270.7695706324,-0.0002,0,0.0020736,0,0,-1
8.748,69.0352048007935,9270.95253158844,-0.0002,0,0.002052,0,0,-1
8.7696,68.8349517793824,9271.16942554131,-0.0002,0,0.0020304,0,0,-1
8.7912,68.6346958533619,9271.42024356047,-0.0002,0,0.0020088,0,0,-1
8.8128,68.434437022732,9271.70497742713,-0.0002,0,0.0019872,0,0,-1
8.8344,68.2341752874928,9272.02361963417,-0.0002,0,0.0019656,0,0,-1
8.856,68.0339106476441,9272.3761633862,-0.0002,0,0.001944,0,0,-1
8.8776,67.8336431031861,9272.7626025995,-0.0002,0,0.0019224,0,0,-1
8.8992,67.6333726541188,9273.18293190211,-0.0002,0,0.0019008,0,0,-1
8.9208,67.433099300442,9273.63714663371,-0.0002,0,0.0018792,0,0,-1
8.9424,67.2328076655049,9273.7526808862,-0.0002,0,0.0018576,0,0,-1
8.964,67.0325084172618,9273.73836234887,-0.0002,0,0.001836,0,0,-1
8.9856,66.8322074889016,9273.73009979527,-0.0002,0,0.0018144,0,0,-1
9.0072,66.6319048804241,9273.7278847252,-0.0002,0,0.0017928,0,0,-1
9.0288,66.4316005918294,9273.73170914703,-0.0002,0,0.0017712,0,0,-1
9.0504,66.2312946231176,9273.74156557757,-0.0002,0,0.0017496,0,0,-1
9.072,66.0309869742885,9273.7574470421,-0.0002,0,0.001728,0,0,-1
9.0936,65.8306776453423,9273.7793470744,-0.0002,0,0.0017064,0,0,-1
9.1152,65.630366636279,9273.80725971673,-0.0002,0,0.0016848,0,0,-1
9.1368,65.4300539470984,9273.84117951984,-0.0002,0,0.0016632,0,0,-1
9.1584,65.2297395778006,9273.88110154293,-0.0002,0,0.0016416,0,0,-1
9.18,65.0294235283856,9273.9270213537,-0.0002,0,0.00162,0,0,-1
9.2016,64.8291057988534,9273.97893502833,-0.0002,0,0.0015984,0,0,-1
9.2232,64.6287863892041,9274.03683915149,-0.0002,0,0.0015768,0,0,-1
9.2448,64.4284652994376,9274.10073081631,-0.0002,0,0.0015552,0,0,-1
9.2664,64.2281425295539,9274.17060762442,-0.0002,0,0.0015336,0,0,-1
9.288,64.027818079553,9274.24646768592,-0.0002,0,0.001512,0,0,-1
9.3096,63.8274919494349,9274.32830961939,-0.0002,0,0.0014904,0,0,-1
9.3312,63.6271641391996,9274.4161325519,-0.0002,0,0.0014688,0,0,-1
9.3528,63.4268346488472,9274.50993611897,-0.0002,0,0.0014472,0,0,-1
9.3744,63.2265034783775,9274.60972046466,-0.0002,0,0.0014256,0,0,-1
9.396,63.0261706277907,9274.71548624148,-0.0002,0,0.001404,0,0,-1
9.4176,62.8258360970866,9274.82723461039,-0.0002,0,0.0013824,0,0,-1
9.4392,62.6254974479519,9274.9112578333,-0.0002,0,0.0013608,0,0,-1
9.4608,62.4251559987145,9274.9708409168,-0.0002,0,0.0013392,0,0,-1
9.4824,62.2248136951802,9275.02890204872,-0.0002,0,0.0013176,0,0,-1
9.504,62.024470537349,9275.08544117883,-0.0002,0,0.001296,0,0,-1
9.5256,61.8241265252209,9275.14045826291,-0.0002,0,0.0012744,0,0,-1
9.5472,61.623781658796,9275.19395326293,-0.0002,0,0.0012528,0,0,-1
9.5688,61.4234359380743,9275.24592614685,-0.0002,0,0.0012312,0,0,-1
9.5904,61.2230893630556,9275.29637688871,-0.0002,0,0.0012096,0,0,-1
9.612,61.0227419337401,9275.34530546865,-0.0002,0,0.001188,0,0,-1
9.6336,60.8223936501276,9275.39271187284,-0.0002,0,0.0011664,0,0,-1
9.6552,60.6220445122184,9275.43859609359,-0.0002,0,0.0011448,0,0,-1
9.6768,60.4216945200122,9275.48295812921,-0.0002,0,0.0011232,0,0,-1
9.6984,60.2213436735092,9275.52579798412,-0.0002,0,0.0011016,0,0,-1
9.72,60.0209919727093,9275.56711566881,-0.0002,0,0.00108,0,0,-1
9.7416,59.8206394176125,9275.60691119983,-0.0002,0,0.0010584,0,0,-1
9.7632,59.6202860082188,9275.64518459983,-0.0002,0,0.0010368,0,0,-1
9.7848,59.4199317445282,9275.68193589749,-0.0002,0,0.0010152,0,0,-1
9.8064,59.2195766265408,9275.71716512761,-0.0002,0,0.000993599999999998,0,0,-1
9.828,59.0192206542565,9275.75087233103,-0.0002,0,0.000971999999999999,0,0,-1
9.8496,58.8188638276754,9275.78305755467,-0.0002,0,0.000950399999999999,0,0,-1
9.8712,58.6185061467973,9275.81372085149,-0.0002,0,0.000928799999999998,0,0,-1
9.8928,58.4181476116224,9275.84286228062,-0.0002,0,0.000907199999999999,0,0,-1
9.9144,58.2177882221507,9275.87048190715,-0.0002,0,0.000885599999999999,0,0,-1
9.936,58.0174290044383,9275.89391480979,-0.0002,0,0.000863999999999998,0,0,-1
9.9576,57.8170705316341,9275.9133622682,-0.0002,0,0.000842399999999999,0,0,-1
9.9792,57.6167115462519,9275.9327623478,-0.0002,0,0.000820799999999999,0,0,-1
10.0008,57.4163520482914,9275.95211504787,-0.0002,0,0.000799199999999998,0,0,-1
10.0224,57.2159920377529,9275.9714203688,-0.0002,0,0.000777599999999999,0,0,-1
10.044,57.0156315146362,9275.99067831206,-0.0002,0,0.000755999999999999,0,0,-1
10.0656,56.8152704789414,9276.00988888023,-0.0002,0,0.000734399999999998,0,0,-1
10.0872,56.6149089306685,9276.02905207692,-0.0002,0,0.000712799999999999,0,0,-1
10.1088,56.4145468698175,9276.04816790688,-0.0002,0,0.000691199999999999,0,0,-1
10.1304,56.2141842963883,9276.06723637595,-0.0002,0,0.0006696,0,0,-1
10.152,56.013821210381,9276.086257491,-0.0002,0,0.000648000000000001,0,0,-1
10.1736,55.8134576117956,9276.10523126007,-0.0002,0,0.000626399999999999,0,0,-1
10.1952,55.6130935006321,9276.12415769223,-0.0002,0,0.0006048,0,0,-1
10.2168,55.4127288768904,9276.14303679765,-0.0002,0,0.000583199999999999,0,0,-1
10.2384,55.2123637405706,9276.1618685876,-0.0002,0,0.000561599999999999,0,0,-1
10.26,55.0119980916727,9276.18065307444,-0.0002,0,0.00054,0,0,-1
10.2816,54.8116319301966,9276.19939027162,-0.0002,0,0.000518399999999999,0,0,-1
10.3032,54.6112652561425,9276.21808019362,-0.0002,0,0.0004968,0,0,-1
10.3248,54.4108980695102,9276.2367228561,-0.0002,0,0.0004752,0,0,-1
10.3464,54.2105303702998,9276.25531827573,-0.0002,0,0.000453599999999999,0,0,-1
10.368,54.0101621585112,9276.27386647033,-0.0002,0,0.000432,0,0,-1
10.3896,53.8097934341446,9276.29236745875,-0.0002,0,0.0004104,0,0,-1
10.4112,53.6094241971998,9276.31082126102,-0.0002,0,0.000388799999999999,0,0,-1
10.4328,53.4090565507694,9276.31794432558,-0.0002,0,0.0003672,0,0,-1
10.4544,53.2086938159013,9276.29803280306,-0.0002,0,0.0003456,0,0,-1
10.476,53.0083307108379,9276.28060652131,-0.0002,0,0.000323999999999999,0,0,-1
10.4976,52.8079672355791,9276.26566544596,-0.0002,0,0.0003024,0,0,-1
10.5192,52.6076033901251,9276.25320954372,-0.0002,0,0.0002808,0,0,-1
10.5408,52.4072391744757,9276.24323878244,-0.0002,0,0.000259199999999999,0,0,-1
10.5624,52.2068745886311,9276.23575313111,-0.0002,0,0.0002376,0,0,-1
10.584,52.0065096325911,9276.23075255976,-0.0002,0,0.000216,0,0,-1
10.6056,51.8061443063557,9276.22823703964,-0.0002,0,0.000194399999999999,0,0,-1
10.6272,51.6057786099251,9276.22820654303,-0.0002,0,0.0001728,0,0,-1
10.6488,51.4054125432992,9276.23066104336,-0.0002,0,0.000151199999999998,0,0,-1
10.6704,51.205046106478,9276.23560051516,-0.0002,0,0.000129599999999999,0,0,-1
10.692,51.0046792994614,9276.24302493408,-0.0002,0,0.000108,0,0,-1
10.7136,50.8043121222496,9276.2529342769,-0.0002,0,8.63999999999985E-005,0,0,-1
10.7352,50.6039445748424,9276.26532852151,-0.0002,0,6.47999999999991E-005,0,0,-1
10.7568,50.4035766572399,9276.28020764689,-0.0002,0,4.31999999999997E-005,0,0,-1
10.7784,50.2032083694421,9276.29757163315,-0.0002,0,2.15999999999985E-005,0,0,-1
10.8,50.002839711449,9276.31742046154,-0.0002,0,-8.67361737988404E-019,0,0,-1
10.8216,49.8024706832606,9276.33975411437,-0.0002,0,-2.16000000000003E-005,0,0,-1
10.8432,49.6021012848768,9276.36457257511,-0.0002,0,-4.32000000000005E-005,0,0,-1
10.8648,49.4017315162978,9276.39187582834,-0.0002,0,-6.48E-005,0,0,-1
10.8864,49.2013613775234,9276.42166385974,-0.0002,0,-8.63999999999994E-005,0,0,-1
10.908,49.0009908685537,9276.45393665612,-0.0002,0,-0.000108000000000001,0,0,-1
10.9296,48.8006203308333,9276.47647576974,-0.0002,0,-0.000129600000000001,0,0,-1
10.9512,48.6002521498236,9276.42302503391,-0.0002,0,-0.0001512,0,0,-1
10.9728,48.3998845383451,9276.37210851048,-0.0002,0,-0.000172800000000002,0,0,-1
10.9944,48.1995174963979,9276.32372602448,-0.0002,0,-0.000194400000000002,0,0,-1
11.016,47.999151023982,9276.27787740692,-0.0002,0,-0.000216000000000002,0,0,-1
11.0376,47.7987851210973,9276.23456249485,-0.0002,0,-0.000237600000000001,0,0,-1
11.0592,47.5984197877439,9276.1937811313,-0.0002,0,-0.000259200000000001,0,0,-1
11.0808,47.3980550239217,9276.15553316537,-0.0002,0,-0.000280800000000002,0,0,-1
11.1024,47.1976908296307,9276.1198184521,-0.0002,0,-0.000302400000000001,0,0,-1
11.124,46.997327204871,9276.08663685261,-0.0002,0,-0.000324000000000001,0,0,-1
11.1456,46.7969641496426,9276.055988234,-0.0002,0,-0.000345600000000001,0,0,-1
11.1672,46.5966016639454,9276.02787246938,-0.0002,0,-0.0003672,0,0,-1
11.1888,46.3962397477794,9276.00228943786,-0.0002,0,-0.0003888,0,0,-1
11.2104,46.1958784011448,9275.97923902463,-0.0002,0,-0.000410400000000002,0,0,-1
11.232,45.9955176240413,9275.95872112081,-0.0002,0,-0.000432000000000001,0,0,-1
11.2536,45.7951574164692,9275.94073562357,-0.0002,0,-0.000453600000000001,0,0,-1
11.2752,45.5947977784282,9275.9252824361,-0.0002,0,-0.000475200000000003,0,0,-1
11.2968,45.3944387099185,9275.91236146758,-0.0002,0,-0.000496800000000002,0,0,-1
11.3184,45.19408021094,9275.90197263323,-0.0002,0,-0.000518400000000002,0,0,-1
11.34,44.9937222814928,9275.89411585425,-0.0002,0,-0.000540000000000002,0,0,-1
11.3616,44.7933649215769,9275.88879105793,-0.0002,0,-0.000561600000000001,0,0,-1
11.3832,44.5930081311922,9275.88599817745,-0.0002,0,-0.000583200000000001,0,0,-1
11.4048,44.3926519103388,9275.88573715205,-0.0002,0,-0.000604800000000002,0,0,-1
11.4264,44.1922962590166,9275.88800792709,-0.0002,0,-0.000626400000000001,0,0,-1
11.448,43.9919283476077,9275.91934145697,-0.0002,0,-0.000648000000000001,0,0,-1
11.4696,43.7915608588805,9275.94681816432,-0.0002,0,-0.000669600000000001,0,0,-1
11.4912,43.5911939681612,9275.97003000903,-0.0002,0,-0.0006912,0,0,-1
11.5128,43.3908276754496,9275.98897689542,-0.0002,0,-0.000712800000000002,0,0,-1
11.5344,43.1904619807459,9276.00365873979,-0.0002,0,-0.000734400000000002,0,0,-1
11.556,42.9900968840499,9276.01407547041,-0.0002,0,-0.000756000000000001,0,0,-1
11.5776,42.7897323853619,9276.02022702753,-0.0002,0,-0.000777600000000003,0,0,-1
11.5992,42.5893684846816,9276.02211336335,-0.0002,0,-0.000799200000000003,0,0,-1
11.6208,42.3890051820091,9276.01973444206,-0.0002,0,-0.000820800000000002,0,0,-1
11.6424,42.1886424773444,9276.01309023985,-0.0002,0,-0.000842400000000002,0,0,-1
11.664,41.9882803706875,9276.00218074479,-0.0002,0,-0.000864000000000002,0,0,-1
11.6856,41.7879188620385,9275.98700595704,-0.0002,0,-0.000885600000000001,0,0,-1
11.7072,41.5875579513973,9275.96756588864,-0.0002,0,-0.000907200000000002,0,0,-1
11.7288,41.3871976387638,9275.94386056364,-0.0002,0,-0.000928800000000002,0,0,-1
11.7504,41.1868379241382,9275.91589001805,-0.0002,0,-0.000950400000000001,0,0,-1
11.772,40.9864788075205,9275.88365429988,-0.0002,0,-0.000972000000000001,0,0,-1
11.7936,40.7861202889105,9275.84715346905,-0.0002,0,-0.000993600000000001,0,0,-1
11.8152,40.5857623683083,9275.80638759751,-0.0002,0,-0.0010152,0,0,-1
11.8368,40.3854050457139,9275.76135676917,-0.0002,0,-0.0010368,0,0,-1
11.8584,40.1850483211274,9275.71206107986,-0.0002,0,-0.0010584,0,0,-1
11.88,39.9846921945486,9275.65850063747,-0.0002,0,-0.00108,0,0,-1
11.9016,39.7843366659777,9275.6006755618,-0.0002,0,-0.0011016,0,0,-1
11.9232,39.5839817354146,9275.53858598463,-0.0002,0,-0.0011232,0,0,-1
11.9448,39.3836325968506,9275.43856120721,-0.0002,0,-0.0011448,0,0,-1
11.9664,39.1832856333975,9275.33839540102,-0.0002,0,-0.0011664,0,0,-1
11.988,38.9829398944366,9275.24551260096,-0.0002,0,-0.001188,0,0,-1
12.0096,38.7825953799679,9275.15991311099,-0.0002,0,-0.0012096,0,0,-1
12.0312,38.5822520899914,9275.08159729826,-0.0002,0,-0.0012312,0,0,-1
12.0528,38.3819100245071,9275.01056559323,-0.0002,0,-0.0012528,0,0,-1
12.0744,38.181569183515,9274.94681848958,-0.0002,0,-0.0012744,0,0,-1
12.096,37.9812295670151,9274.89035654422,-0.0002,0,-0.001296,0,0,-1
12.1176,37.7808911750073,9274.84118037731,-0.0002,0,-0.0013176,0,0,-1
12.1392,37.5805540074917,9274.79929067225,-0.0002,0,-0.0013392,0,0,-1
12.1608,37.3802180644684,9274.76468817566,-0.0002,0,-0.0013608,0,0,-1
12.1824,37.1798833459372,9274.73737369743,-0.0002,0,-0.0013824,0,0,-1
12.204,36.9795498518982,9274.71734811068,-0.0002,0,-0.001404,0,0,-1
12.2256,36.7792175823514,9274.70461235179,-0.0002,0,-0.0014256,0,0,-1
12.2472,36.5788865372968,9274.69916742033,-0.0002,0,-0.0014472,0,0,-1
12.2688,36.3785567167343,9274.70101437916,-0.0002,0,-0.0014688,0,0,-1
12.2904,36.1782281206641,9274.71015435435,-0.0002,0,-0.0014904,0,0,-1
12.312,35.977900749086,9274.72658853522,-0.0002,0,-0.001512,0,0,-1
12.3336,35.7775746020001,9274.75031817438,-0.0002,0,-0.0015336,0,0,-1
12.3552,35.5772496794064,9274.78134458758,-0.0002,0,-0.0015552,0,0,-1
12.3768,35.3769259813049,9274.8196691539,-0.0002,0,-0.0015768,0,0,-1
12.3984,35.1766035076956,9274.8652933156,-0.0002,0,-0.0015984,0,0,-1
12.42,34.9762822585785,9274.91821857824,-0.0002,0,-0.00162,0,0,-1
12.4416,34.7759697715673,9274.76545225928,-0.0002,0,-0.0016416,0,0,-1
12.4632,34.5756628062759,9274.52229701104,-0.0002,0,-0.0016632,0,0,-1
12.4848,34.375358147586,9274.28395076966,-0.0002,0,-0.0016848,0,0,-1
12.5064,34.1750557954977,9274.05040975899,-0.0002,0,-0.0017064,0,0,-1
12.528,33.974755750011,9273.8216702879,-0.0002,0,-0.001728,0,0,-1
12.5496,33.7744580111259,9273.59772875005,-0.0002,0,-0.0017496,0,0,-1
12.5712,33.5741625788423,9273.37858162402,-0.0002,0,-0.0017712,0,0,-1
12.5928,33.3738694531602,9273.16422547328,-0.0002,0,-0.0017928,0,0,-1
12.6144,33.1735786340798,9272.95465694616,-0.0002,0,-0.0018144,0,0,-1
12.636,32.9732901216009,9272.7498727759,-0.0002,0,-0.001836,0,0,-1
12.6576,32.7730039157235,9272.5498697806,-0.0002,0,-0.0018576,0,0,-1
12.6792,32.5727200164478,9272.35464486327,-0.0002,0,-0.0018792,0,0,-1
12.7008,32.3724384237735,9272.16419501181,-0.0002,0,-0.0019008,0,0,-1
12.7224,32.1721591377009,9271.97851729897,-0.0002,0,-0.0019224,0,0,-1
12.744,31.9718821582298,9271.79760888238,-0.0002,0,-0.001944,0,0,-1
12.7656,31.7716074853603,9271.62146700463,-0.0002,0,-0.0019656,0,0,-1
12.7872,31.5713351190923,9271.45008899311,-0.0002,0,-0.0019872,0,0,-1
12.8088,31.3710650594259,9271.28347226014,-0.0002,0,-0.0020088,0,0,-1
12.8304,31.1707973063611,9271.1216143029,-0.0002,0,-0.0020304,0,0,-1
12.852,30.9705318598978,9270.96451270348,-0.0002,0,-0.002052,0,0,-1
12.8736,30.7702687200361,9270.81216512885,-0.0002,0,-0.0020736,0,0,-1
12.8952,30.5700078867759,9270.66456933085,-0.0002,0,-0.0020952,0,0,-1
12.9168,30.3697493601173,9270.52172314618,-0.0002,0,-0.0021168,0,0,-1
12.9384,30.169510601403,9270.23298792548,-0.0002,0,-0.0021384,0,0,-1
12.96,29.9692911758081,9269.83317475181,-0.0002,0,-0.00216,0,0,-1
12.9816,29.7690770094685,9269.45292231134,-0.0002,0,-0.0021816,0,0,-1
13.0032,29.5688681023844,9269.09223317881,-0.0002,0,-0.0022032,0,0,-1
13.0248,29.3686644545556,9268.75111000031,-0.0002,0,-0.0022248,0,0,-1
13.0464,29.1684660659822,9268.42955549316,-0.0002,0,-0.0022464,0,0,-1
13.068,28.9682729366642,9268.12757244609,-0.0002,0,-0.002268,0,0,-1
13.0896,28.7680850666017,9267.84516371907,-0.0002,0,-0.0022896,0,0,-1
13.1112,28.5679024557945,9267.58233224339,-0.0002,0,-0.0023112,0,0,-1
13.1328,28.3677251042426,9267.33908102169,-0.0002,0,-0.0023328,0,0,-1
13.1544,28.1675530119462,9267.1154131279,-0.0002,0,-0.0023544,0,0,-1
13.176,27.9673861789052,9266.91133170728,-0.0002,0,-0.002376,0,0,-1
13.1976,27.7672246051195,9266.72683997635,-0.0002,0,-0.0023976,0,0,-1
13.2192,27.5670682905893,9266.56194122303,-0.0002,0,-0.0024192,0,0,-1
13.2408,27.3669172353145,9266.41663880647,-0.0002,0,-0.0024408,0,0,-1
13.2624,27.166771439295,9266.29093615719,-0.0002,0,-0.0024624,0,0,-1
13.284,26.9666309025309,9266.18483677697,-0.0002,0,-0.002484,0,0,-1
13.3056,26.7664956250222,9266.09834423898,-0.0002,0,-0.0025056,0,0,-1
13.3272,26.5663656067689,9266.03146218763,-0.0002,0,-0.0025272,0,0,-1
13.3488,26.366240847771,9265.98419433867,-0.0002,0,-0.0025488,0,0,-1
13.3704,26.1661213480286,9265.9565444792,-0.0002,0,-0.0025704,0,0,-1
13.392,25.9660071075415,9265.94851646755,-0.0002,0,-0.002592,0,0,-1
13.4136,25.7658981263097,9265.96011423341,-0.0002,0,-0.0026136,0,0,-1
13.4352,25.5657909741699,9265.57268973513,-0.0002,0,-0.0026352,0,0,-1
13.4568,25.36569356257,9264.50128036323,-0.0002,0,-0.0026568,0,0,-1
13.4784,25.1656162744405,9263.44374157807,-0.0002,0,-0.0026784,0,0,-1
13.5,24.9655591097814,9262.3999752538,-0.0002,0,-0.0027,0,0,-1
13.5216,24.7655220685928,9261.36988427832,-0.0002,0,-0.0027216,0,0,-1
13.5432,24.5655051508747,9260.35337255326,-0.0002,0,-0.0027432,0,0,-1
13.5648,24.365508356627,9259.35034499395,-0.0002,0,-0.0027648,0,0,-1
13.5864,24.1655316858498,9258.36070752946,-0.0002,0,-0.0027864,0,0,-1
13.608,23.965575138543,9257.3843671026,-0.0002,0,-0.002808,0,0,-1
13.6296,23.7656387147067,9256.42123166984,-0.0002,0,-0.0028296,0,0,-1
13.6512,23.5657224143408,9255.47121020147,-0.0002,0,-0.0028512,0,0,-1
13.6728,23.3658262374455,9254.53421268143,-0.0002,0,-0.0028728,0,0,-1
13.6944,23.1659501840205,9253.61015010744,-0.0002,0,-0.0028944,0,0,-1
13.716,22.9660942540661,9252.69893449088,-0.0002,0,-0.002916,0,0,-1
13.7376,22.766258447582,9251.80047885692,-0.0002,0,-0.0029376,0,0,-1
13.7592,22.5664427645685,9250.91469724441,-0.0002,0,-0.0029592,0,0,-1
13.7808,22.3666472050254,9250.04150470596,-0.0002,0,-0.0029808,0,0,-1
13.8024,22.1668717689527,9249.18081730787,-0.0002,0,-0.0030024,0,0,-1
13.824,21.9671164563505,9248.3325521302,-0.0002,0,-0.003024,0,0,-1
13.8456,21.7673812672188,9247.4966272667,-0.0002,0,-0.0030456,0,0,-1
13.8672,21.5676662015575,9246.67296182484,-0.0002,0,-0.0030672,0,0,-1
13.8888,21.3679712593667,9245.86147592589,-0.0002,0,-0.0030888,0,0,-1
13.9104,21.1682964406463,9245.06209070476,-0.0002,0,-0.0031104,0,0,-1
13.932,20.9686363645698,9244.17868813146,-0.0002,0,-0.003132,0,0,-1
13.9536,20.7689642819677,9242.49275588385,-0.0002,0,-0.0031536,0,0,-1
13.9752,20.5693359184197,9240.80427927776,-0.0002,0,-0.0031752,0,0,-1
13.9968,20.3697512739259,9239.1132961174,-0.0002,0,-0.0031968,0,0,-1
14.0184,20.1702103484862,9237.4198448612,-0.0002,0,-0.0032184,0,0,-1
14.04,19.9707131421007,9235.72396462179,-0.0002,0,-0.00324,0,0,-1
14.0616,19.7712596547693,9234.02569516605,-0.0002,0,-0.0032616,0,0,-1
14.0832,19.5718498864921,9232.32507691504,-0.0002,0,-0.0032832,0,0,-1
14.1048,19.372483837269,9230.62215094405,-0.0002,0,-0.0033048,0,0,-1
14.1264,19.1731615071,9228.91695898253,-0.0002,0,-0.0033264,0,0,-1
14.148,18.9738828959852,9227.2095434142,-0.0002,0,-0.003348,0,0,-1
14.1696,18.7746480039246,9225.49994727696,-0.0002,0,-0.0033696,0,0,-1
14.1912,18.575456830918,9223.78821426294,-0.0002,0,-0.0033912,0,0,-1
14.2128,18.3763093769657,9222.07438871845,-0.0002,0,-0.0034128,0,0,-1
14.2344,18.1772056420674,9220.35851564403,-0.0002,0,-0.0034344,0,0,-1
14.256,17.9781456262233,9218.64064069445,-0.0002,0,-0.003456,0,0,-1
14.2776,17.7791293294334,9216.92081017865,-0.0002,0,-0.0034776,0,0,-1
14.2992,17.5801567516976,9215.19907105981,-0.0002,0,-0.0034992,0,0,-1
14.3208,17.3812278930159,9213.47547095529,-0.0002,0,-0.0035208,0,0,-1
14.3424,17.1823427533884,9211.75005813671,-0.0002,0,-0.0035424,0,0,-1
14.364,16.983501332815,9210.02288152985,-0.0002,0,-0.003564,0,0,-1
14.3856,16.7847036312958,9208.29399071472,-0.0002,0,-0.0035856,0,0,-1
14.4072,16.5859496488307,9206.56343592554,-0.0002,0,-0.0036072,0,0,-1
