"Distance [mm]","XCoord []","YCoord []","ZCoord []","TangUnitVecX []","TangUnitVecY []","TangUnitVecZ []","E_Tang []","Voltage [V]"
1.3359000976,-0.001,0,0.0086640999024,0,0,-1,4.0210500220402,0.9946285171845
1.3578000992,-0.001,0,0.0086421999008,0,0,-1,4.0210909944592,0.994540455733936
1.3797001008,-0.001,0,0.0086202998992,0,0,-1,4.02088972278852,0.994452397768964
1.4016001024,-0.001,0,0.0085983998976,0,0,-1,4.02088972278852,0.994364340277601
1.423500104,-0.001,0,0.008576499896,0,0,-1,4.02088972278852,0.994276282786239
1.4454001056,-0.001,0,0.0085545998944,0,0,-1,4.02088972278852,0.994188225294876
1.4673001072,-0.001,0,0.0085326998928,0,0,-1,4.02088972278851,0.994100167803513
1.4892001088,-0.001,0,0.0085107998912,0,0,-1,4.02088972278851,0.994012110312151
1.5111001104,-0.001,0,0.0084888998896,0,0,-1,4.02088972278852,0.993924052820789
1.533000112,-0.001,0,0.008466999888,0,0,-1,4.02088972278851,0.993835995329426
1.5549001136,-0.001,0,0.0084450998864,0,0,-1,4.02088972278852,0.993747937838063
1.5768001152,-0.001,0,0.0084231998848,0,0,-1,4.02088972278852,0.993659880346701
1.5987001168,-0.001,0,0.0084012998832,0,0,-1,4.02088972278852,0.993571822855339
1.6206001184,-0.001,0,0.0083793998816,0,0,-1,4.02088972278851,0.993483765363976
1.64250012,-0.001,0,0.00835749988,0,0,-1,4.02088972278852,0.993395707872614
1.6644001216,-0.001,0,0.0083355998784,0,0,-1,4.02088972278851,0.993307650381251
1.6863001232,-0.001,0,0.0083136998768,0,0,-1,4.02088972278851,0.993219592889888
1.7082001248,-0.001,0,0.0082917998752,0,0,-1,4.02088972278852,0.993131535398526
1.7301001264,-0.001,0,0.0082698998736,0,0,-1,4.02088972278851,0.993043477907163
1.752000128,-0.001,0,0.008247999872,0,0,-1,4.02088972278851,0.992955420415801
