"Distance [mm]","Distance [mm]","XOnLine []","YOnLine []","ZOnLine []","Voltage [V]","TangentialE []"
9.29948284371487,9.29948284371487,0.0910173893501237,0.0243880359735547,0,13.3268363177467,-19.4015732753781
9.47831905224785,9.47831905224785,0.0908446468376261,0.0243417497568324,0,13.3303386923011,-19.7669439185113
9.65715526078083,9.65715526078083,0.0906719043251285,0.0242954635401102,0,13.333906408356,-20.1323145616446
9.83599146931381,9.83599146931381,0.0904991618126308,0.0242491773233879,0,13.3375394659115,-20.4976852047778
10.0148276778468,10.0148276778468,0.0903264193001332,0.0242028911066656,0,13.3412378649675,-20.863055847911
10.1936638863798,10.1936638863798,0.0901536767876356,0.0241566048899434,0,13.345001605524,-21.2284264910442
10.3725000949127,10.3725000949127,0.089980934275138,0.0241103186732211,0,13.348830687581,-21.5937971341774
10.5513363034457,10.5513363034457,0.0898081917626404,0.0240640324564989,0,13.3527251111386,-21.9591677773106
10.7301725119787,10.7301725119787,0.0896354492501427,0.0240177462397766,0,13.3566848761967,-22.3245384204438
10.9090087205117,10.9090087205117,0.0894627067376451,0.0239714600230543,0,13.3607099827553,-22.689909063577
11.0878449290447,11.0878449290447,0.0892899642251475,0.0239251738063321,0,13.3648004308145,-23.0552797067103
11.2666811375776,11.2666811375776,0.0891172217126499,0.0238788875896098,0,13.3689562203742,-23.4206503498435
11.4455173461106,11.4455173461106,0.0889444792001522,0.0238326013728876,0,13.3731773514344,-23.7860209929767
11.6243535546436,11.6243535546436,0.0887717366876546,0.0237863151561653,0,13.3774638239951,-24.1513916361099
11.8031897631766,11.8031897631766,0.088598994175157,0.023740028939443,0,13.3818156380564,-24.5167622792431
11.9820259717095,11.9820259717095,0.0884262516626594,0.0236937427227208,0,13.3862327936182,-24.8821329223764
12.1608621802425,12.1608621802425,0.0882535091501618,0.0236474565059985,0,13.3907152906805,-25.2475035655096
12.3396983887755,12.3396983887755,0.0880807666376641,0.0236011702892763,0,13.3952631292433,-25.6128742086428
12.5185345973085,12.5185345973085,0.0879080241251665,0.023554884072554,0,13.3998763093067,-25.978244851776
12.6973708058415,12.6973708058415,0.0877352816126689,0.0235085978558317,0,13.4045548308706,-26.3436154949092
12.8762070143744,12.8762070143744,0.0875625391001713,0.0234623116391095,0,13.4093023843753,-26.7478129667651
13.0550432229074,13.0550432229074,0.0873897965876737,0.0234160254223872,0,13.4141165786068,-27.0913314772844
13.2338794314404,13.2338794314404,0.087217054075176,0.023369739205665,0,13.4189922063863,-27.4348499878036
13.4127156399734,13.4127156399734,0.0870443115626784,0.0233234529889427,0,13.4239292677138,-27.7783684983229
13.5915518485064,13.5915518485064,0.0868715690501808,0.0232771667722204,0,13.4289277625893,-28.1218870088421
13.7703880570393,13.7703880570393,0.0866988265376832,0.0232308805554982,0,13.4339876910127,-28.4654055193614
13.9492242655723,13.9492242655723,0.0865260840251855,0.0231845943387759,0,13.4391090529841,-28.8089240298806
14.1280604741053,14.1280604741053,0.0863533415126879,0.0231383081220536,0,13.4442918485036,-29.1524425403999
14.3068966826383,14.3068966826383,0.0861805990001903,0.0230920219053314,0,13.4495360775709,-29.4959610509191
14.4857328911712,14.4857328911712,0.0860078564876927,0.0230457356886091,0,13.4548417401863,-29.8394795614384
14.6645690997042,14.6645690997042,0.085835113975195,0.0229994494718869,0,13.4602088363497,-30.1829980719576
14.8434053082372,14.8434053082372,0.0856623714626974,0.0229531632551646,0,13.465637366061,-30.5265165824769
15.0222415167702,15.0222415167702,0.0854896289501998,0.0229068770384423,0,13.4711273293203,-30.8700350929961
15.2010777253032,15.2010777253032,0.0853168864377022,0.0228605908217201,0,13.4766787261276,-31.2135536035154
15.3799139338361,15.3799139338361,0.0851441439252046,0.0228143046049978,0,13.4822915564829,-31.5570721140346
15.5587501423691,15.5587501423691,0.084971401412707,0.0227680183882756,0,13.4879658203862,-31.9005906245539
15.7375863509021,15.7375863509021,0.0847986589002093,0.0227217321715533,0,13.4937015178374,-32.2441091350731
15.9164225594351,15.9164225594351,0.0846259163877117,0.022675445954831,0,13.4994986488367,-32.5876276455923
16.095258767968,16.095258767968,0.0844531738752141,0.0226291597381088,0,13.5053572133839,-32.9311461561116
16.274094976501,16.274094976501,0.0842804313627165,0.0225828735213865,0,13.5112772114791,-33.2746646666308
16.452931185034,16.452931185034,0.0841076888502188,0.0225365873046643,0,13.5172586431223,-33.6181831771501
16.631767393567,16.631767393567,0.0839349463377213,0.022490301087942,0,13.5232961149544,-33.9475103646255
16.8106036021,16.8106036021,0.0837622038252236,0.0224440148712197,0,13.5294056978051,-34.3785059473669
16.9894398106329,16.9894398106329,0.083589461312726,0.0223977286544975,0,13.5355923582718,-34.8095015301081
17.1682760191659,17.1682760191659,0.0834167188002283,0.0223514424377752,0,13.5418560963543,-35.2404971128494
17.3471122276989,17.3471122276989,0.0832439762877308,0.022305156221053,0,13.5481969120527,-35.6714926955906
17.5259484362319,17.5259484362319,0.0830712337752331,0.0222588700043307,0,13.5546148053671,-36.102488278332
17.7047846447649,17.7047846447649,0.0828984912627355,0.0222125837876084,0,13.5611097762973,-36.5334838610733
17.8836208532978,17.8836208532978,0.0827257487502379,0.0221662975708862,0,13.5676818248435,-36.9644794438145
18.0624570618308,18.0624570618308,0.0825530062377403,0.0221200113541639,0,13.5743309510056,-37.3954750265558
18.2412932703638,18.2412932703638,0.0823802637252426,0.0220737251374417,0,13.5810571547836,-37.8264706092971
18.4201294788968,18.4201294788968,0.082207521212745,0.0220274389207194,0,13.5878604361775,-38.2574661920384
18.5989656874297,18.5989656874297,0.0820347787002474,0.0219811527039971,0,13.5947407951873,-38.6884617747796
18.7778018959627,18.7778018959627,0.0818620361877498,0.0219348664872749,0,13.601698231813,-39.1194573575209
18.9566381044957,18.9566381044957,0.0816892936752521,0.0218885802705526,0,13.6087327460547,-39.5504529402622
19.1354743130287,19.1354743130287,0.0815165511627545,0.0218422940538303,0,13.6158443379122,-39.9814485230035
19.3143105215617,19.3143105215617,0.0813438086502569,0.0217960078371081,0,13.6230330073857,-40.4124441057447
19.4931467300946,19.4931467300946,0.0811710661377593,0.0217497216203858,0,13.6302987544751,-40.843439688486
19.6719829386276,19.6719829386276,0.0809983236252617,0.0217034354036636,0,13.6376415791804,-41.2744352712273
19.8508191471606,19.8508191471606,0.0808255811127641,0.0216571491869413,0,13.6450614815016,-41.7054308539686
20.0296553556936,20.0296553556936,0.0806528386002664,0.021610862970219,0,13.6525584614387,-42.1364264367098
20.2084915642266,20.2084915642266,0.0804800960877688,0.0215645767534968,0,13.6601325189917,-42.5674220194511
20.3873277727595,20.3873277727595,0.0803073535752712,0.0215182905367745,0,13.6677836541606,-42.9984176021924
20.5661639812925,20.5661639812925,0.0801346110627736,0.0214720043200523,0,13.6755118669455,-43.4294131849337
20.7450001898255,20.7450001898255,0.0799618685502759,0.02142571810333,0,13.6833171573462,-43.8604087676749
20.9238363983585,20.9238363983585,0.0797891260377783,0.0213794318866077,0,13.6911995253629,-44.2914043504162
21.1026726068914,21.1026726068914,0.0796163835252807,0.0213331456698855,0,13.6991589709955,-44.7223999331575
21.2815088154244,21.2815088154244,0.0794436410127831,0.0212868594531632,0,13.707195494244,-45.1533955158988
21.4603450239574,21.4603450239574,0.0792708985002855,0.021240573236441,0,13.7153090951084,-45.5843910986401
21.6391812324904,21.6391812324904,0.0790981559877878,0.0211942870197187,0,13.7234997735887,-46.0153866813813
21.8180174410234,21.8180174410234,0.0789254134752902,0.0211480008029964,0,13.731767529685,-46.4463822641226
21.9968536495563,21.9968536495563,0.0787526709627926,0.0211017145862742,0,13.7401123633971,-46.8773778468639
22.1756898580893,22.1756898580893,0.078579928450295,0.0210554283695519,0,13.7485342747252,-47.3083734296051
22.3545260666223,22.3545260666223,0.0784071859377973,0.0210091421528297,0,13.7570332636691,-47.7393690123465
22.5333622751553,22.5333622751553,0.0782344434252997,0.0209628559361074,0,13.765609330229,-48.1703645950877
22.7121984836882,22.7121984836882,0.0780617009128021,0.0209165697193851,0,13.7742624744048,-48.601360177829
22.8910346922212,22.8910346922212,0.0778889584003045,0.0208702835026629,0,13.7829926961965,-49.0323557605703
23.0698709007542,23.0698709007542,0.0777162158878068,0.0208239972859406,0,13.7917976299854,-49.3987671210086
23.2487071092872,23.2487071092872,0.0775434733753092,0.0207777110692184,0,13.8006980375008,-50.7015144332418
23.4275433178202,23.4275433178202,0.0773707308628116,0.0207314248524961,0,13.8097455400675,-50.0987410541252
23.6063795263531,23.6063795263531,0.077197988350314,0.0206851386357738,0,13.818753375493,-50.6396440798983
23.7852157348861,23.7852157348861,0.0770252458378164,0.0206388524190516,0,13.8278579439649,-51.1805471056714
23.9640519434191,23.9640519434191,0.0768525033253187,0.0205925662023293,0,13.8370592454831,-51.7214501314445
24.1428881519521,24.1428881519521,0.0766797608128211,0.020546279985607,0,13.8463572800476,-52.2623531572175
24.3217243604851,24.3217243604851,0.0765070183003235,0.0204999937688848,0,13.8557520476584,-52.8032561829906
24.500560569018,24.500560569018,0.0763342757878259,0.0204537075521625,0,13.8652509652693,-53.4778104706346
24.679396777551,24.679396777551,0.0761615332753283,0.0204074213354403,0,13.8748612030705,-53.9974919866571
24.858232986084,24.858232986084,0.0759887907628307,0.020361135118718,0,13.8845643787437,-54.5171735026796
25.037069194617,25.037069194617,0.075816048250333,0.0203148489019957,0,13.8943604922888,-55.0368550187022
25.2159054031499,25.2159054031499,0.0756433057378354,0.0202685626852735,0,13.9042495437059,-55.5565365347247
25.3947416116829,25.3947416116829,0.0754705632253378,0.0202222764685512,0,13.914231532995,-56.0762180507472
25.5735778202159,25.5735778202159,0.0752978207128402,0.020175990251829,0,13.9243064601561,-56.5958995667697
25.7524140287489,25.7524140287489,0.0751250782003426,0.0201297040351067,0,13.9344743251891,-57.1155810827923
25.9312502372819,25.9312502372819,0.0749523356878449,0.0200834178183844,0,13.9447351280941,-57.6352625988147
26.1100864458148,26.1100864458148,0.0747795931753473,0.0200371316016622,0,13.955088868871,-58.1549441148373
26.2889226543478,26.2889226543478,0.0746068506628497,0.0199908453849399,0,13.96553554752,-58.6746256308598
26.4677588628808,26.4677588628808,0.0744341081503521,0.0199445591682177,0,13.9760751640409,-59.1943071468823
26.6465950714138,26.6465950714138,0.0742613656378545,0.0198982729514954,0,13.9867077184337,-59.7139886629049
26.8254312799467,26.8254312799467,0.0740886231253568,0.0198519867347731,0,13.9974332106986,-60.2336701789274
27.0042674884797,27.0042674884797,0.0739158806128592,0.0198057005180509,0,14.0082516408354,-60.7533516949499
27.1831036970127,27.1831036970127,0.0737431381003616,0.0197594143013286,0,14.0191630088441,-61.2730332109724
27.3619399055457,27.3619399055457,0.0735703955878639,0.0197131280846064,0,14.0301673147249,-61.792714726995
27.5407761140787,27.5407761140787,0.0733976530753663,0.0196668418678841,0,14.0412645584776,-62.3123962430175
27.7196123226116,27.7196123226116,0.0732249105628687,0.0196205556511618,0,14.0524547401023,-62.8320777590401
27.8984485311446,27.8984485311446,0.0730521680503711,0.0195742694344396,0,14.063737859599,-63.3517592750625
28.0772847396776,28.0772847396776,0.0728794255378735,0.0195279832177173,0,14.0751139169676,-63.8714407910851
28.2561209482106,28.2561209482106,0.0727066830253758,0.0194816970009951,0,14.0865829122082,-64.3911223071076
28.4349571567436,28.4349571567436,0.0725339405128782,0.0194354107842728,0,14.0981448453208,-64.9108038231301
28.6137933652765,28.6137933652765,0.0723611980003806,0.0193891245675505,0,14.1097997163053,-65.4304853391526
28.7926295738095,28.7926295738095,0.072188455487883,0.0193428383508283,0,14.1215475251618,-65.9501668551752
28.9714657823425,28.9714657823425,0.0720157129753853,0.019296552134106,0,14.1334601465999,-67.1136429705949
29.1503019908755,29.1503019908755,0.0718429704628877,0.0192502659173837,0,14.1455157338598,-67.7090236341615
29.3291381994084,29.3291381994084,0.0716702279503901,0.0192039797006615,0,14.1576777967403,-68.3044042977281
29.5079744079414,29.5079744079414,0.0714974854378925,0.0191576934839392,0,14.1699463352413,-68.8997849612946
29.6868106164744,29.6868106164744,0.0713247429253949,0.019111407267217,0,14.1823213493627,-69.4951656248612
29.8656468250074,29.8656468250074,0.0711520004128973,0.0190651210504947,0,14.1948028391047,-70.0905462884278
30.0444830335404,30.0444830335404,0.0709792579003996,0.0190188348337724,0,14.2073590827145,-70.3285708031178
30.2233192420733,30.2233192420733,0.070806515387902,0.0189725486170502,0,14.2199921979216,-70.952832003212
30.4021554506063,30.4021554506063,0.0706337728754044,0.0189262624003279,0,14.2327369536348,-71.5770932033063
30.5809916591393,30.5809916591393,0.0704610303629068,0.0188799761836057,0,14.2455933498541,-72.2013544034005
30.7598278676723,30.7598278676723,0.0702882878504092,0.0188336899668834,0,14.2585613865797,-72.8256156034948
30.9386640762052,30.9386640762052,0.0701155453379115,0.0187874037501611,0,14.2716410638114,-73.449876803589
31.1175002847382,31.1175002847382,0.0699428028254139,0.0187411175334389,0,14.2848323815492,-74.0741380036833
31.2963364932712,31.2963364932712,0.0697700603129163,0.0186948313167166,0,14.2981353397932,-74.6983992037775
31.4751727018042,31.4751727018042,0.0695973178004187,0.0186485450999944,0,14.3115499385434,-75.3226604038718
31.6540089103372,31.6540089103372,0.0694245752879211,0.0186022588832721,0,14.3250761777997,-75.946921603966
31.8328451188701,31.8328451188701,0.0692518327754234,0.0185559726665498,0,14.3387140575622,-76.5711828040603
32.0116813274031,32.0116813274031,0.0690790902629258,0.0185096864498276,0,14.3524635778308,-77.1954440041545
32.1905175359361,32.1905175359361,0.0689063477504282,0.0184634002331053,0,14.3663247386056,-77.8197052042488
32.3693537444691,32.3693537444691,0.0687336052379306,0.0184171140163831,0,14.3802975398866,-78.443966404343
32.5481899530021,32.5481899530021,0.0685608627254329,0.0183708277996608,0,14.3943819816737,-79.0682276044372
32.727026161535,32.727026161535,0.0683881202129353,0.0183245415829385,0,14.408578063967,-79.6924888045315
32.905862370068,32.905862370068,0.0682153777004377,0.0182782553662163,0,14.4228857867664,-80.3167500046257
33.084698578601,33.084698578601,0.0680426351879401,0.018231969149494,0,14.437305150072,-80.94101120472
33.263534787134,33.263534787134,0.0678698926754424,0.0181856829327718,0,14.4518361538838,-81.5652724048142
33.4423709956669,33.4423709956669,0.0676971501629448,0.0181393967160495,0,14.4664787982017,-82.1895336049085
33.6212072041999,33.6212072041999,0.0675244076504472,0.0180931104993272,0,14.4812330830258,-82.8137948050027
33.8000434127329,33.8000434127329,0.0673516651379496,0.018046824282605,0,14.496099008356,-83.438056005097
33.9788796212659,33.9788796212659,0.067178922625452,0.0180005380658827,0,14.5110765741924,-84.0623172051913
34.1577158297989,34.1577158297989,0.0670061801129543,0.0179542518491605,0,14.526165780535,-84.6865784052855
34.3365520383318,34.3365520383318,0.0668334376004567,0.0179079656324382,0,14.5413666273837,-85.3108396053797
34.5153882468648,34.5153882468648,0.0666606950879591,0.0178616794157159,0,14.5566791147385,-85.935100805474
34.6942244553978,34.6942244553978,0.0664879525754615,0.0178153931989937,0,14.5721032425996,-86.5593620055682
34.8730606639308,34.8730606639308,0.0663152100629639,0.0177691069822714,0,14.5878232695909,-88.2835954348819
35.0518968724638,35.0518968724638,0.0661424675504662,0.0177228207655491,0,14.6036793161533,-89.0411945777455
35.2307330809967,35.2307330809967,0.0659697250379686,0.0176765345488269,0,14.619670848874,-89.7987937206091
35.4095692895297,35.4095692895297,0.065796982525471,0.0176302483321046,0,14.6357978677529,-90.5563928634728
35.5884054980627,35.5884054980627,0.0656242400129734,0.0175839621153824,0,14.6520603727902,-91.3139920063364
35.7672417065957,35.7672417065957,0.0654514975004757,0.0175376758986601,0,14.6684583639858,-92.0715911492
35.9460779151286,35.9460779151286,0.0652787549879781,0.0174913896819378,0,14.6849918413397,-92.8291902920637
36.1249141236616,36.1249141236616,0.0651060124754805,0.0174451034652156,0,14.7016608048518,-93.5867894349273
36.3037503321946,36.3037503321946,0.0649332699629829,0.0173988172484933,0,14.7184563291514,-93.4952582739869
36.4825865407276,36.4825865407276,0.0647605274504853,0.0173525310317711,0,14.7352570598062,-94.3943284332008
36.6614227492606,36.6614227492606,0.0645877849379877,0.0173062448150488,0,14.7522185767595,-95.2933985924148
36.8402589577935,36.8402589577935,0.06441504242549,0.0172599585983265,0,14.7693408800112,-96.1924687516288
37.0190951663265,37.0190951663265,0.0642422999129924,0.0172136723816043,0,14.7866239695614,-97.0915389108427
37.1979313748595,37.1979313748595,0.0640695574004948,0.017167386164882,0,14.8040678454101,-97.9906090700567
37.3767675833925,37.3767675833925,0.0638968148879972,0.0171210999481598,0,14.8216725075572,-98.8896792292707
37.5556037919254,37.5556037919254,0.0637240723754995,0.0170748137314375,0,14.8394379560029,-99.7887493884847
37.7344400004584,37.7344400004584,0.0635513298630019,0.0170285275147152,0,14.857364190747,-100.687819547699
37.9132762089914,37.9132762089914,0.0633785873505043,0.016982241297993,0,14.8754512117896,-101.586889706913
38.0921124175244,38.0921124175244,0.0632058448380067,0.0169359550812707,0,14.8936990191307,-102.485959866127
38.2709486260574,38.2709486260574,0.0630331023255091,0.0168896688645485,0,14.9121076127703,-103.385030025341
38.4497848345903,38.4497848345903,0.0628603598130114,0.0168433826478262,0,14.9306769927083,-104.284100184554
38.6286210431233,38.6286210431233,0.0626876173005138,0.0167970964311039,0,14.9494071589448,-105.183170343768
38.8074572516563,38.8074572516563,0.0625148747880162,0.0167508102143817,0,14.9682981114798,-106.082240502982
38.9862934601893,38.9862934601893,0.0623421322755186,0.0167045239976594,0,14.9873498503133,-106.981310662196
39.1651296687223,39.1651296687223,0.0621693897630209,0.0166582377809371,0,15.0065623754452,-107.88038082141
39.3439658772552,39.3439658772552,0.0619966472505233,0.0166119515642149,0,15.0259356868757,-108.779450980624
39.5228020857882,39.5228020857882,0.0618239047380257,0.0165656653474926,0,15.0454697846046,-109.678521139838
39.7016382943212,39.7016382943212,0.0616511622255281,0.0165193791307704,0,15.065164668632,-110.577591299052
39.8804745028542,39.8804745028542,0.0614784197130305,0.0164730929140481,0,15.085019628056,-111.156764677713
40.0593107113871,40.0593107113871,0.0613056772005328,0.0164268066973258,0,15.1049832384488,-112.104626922389
40.2381469199201,40.2381469199201,0.0611329346880352,0.0163805204806036,0,15.1250196416475,-112.249165207001
40.4169831284531,40.4169831284531,0.0609601921755376,0.0163342342638813,0,15.1451966134708,-113.398336367851
40.5958193369861,40.5958193369861,0.06078744966304,0.0162879480471591,0,15.1655790987075,-114.547507528702
40.7746555455191,40.7746555455191,0.0606147071505424,0.0162416618304368,0,15.1861689389414,-115.850126044718
40.953491754052,40.953491754052,0.0604419646380447,0.0161953756137145,0,15.2069847636699,-116.941934345936
41.132327962585,41.132327962585,0.0602692221255471,0.0161490893969923,0,15.2279958432553,-118.033742647154
41.311164171118,41.311164171118,0.0600964796130495,0.01610280318027,0,15.2492021776978,-119.125550948371
41.490000379651,41.490000379651,0.0599237371005519,0.0160565169635478,0,15.2706037669973,-120.217359249589
41.6688365881839,41.6688365881839,0.0597509945880542,0.0160102307468255,0,15.2922006111539,-121.309167550807
41.8476727967169,41.8476727967169,0.0595782520755566,0.0159639445301032,0,15.3139927101675,-122.400975852025
42.0265090052499,42.0265090052499,0.059405509563059,0.015917658313381,0,15.3359800640381,-123.492784153243
42.2053452137829,42.2053452137829,0.0592327670505614,0.0158713720966587,0,15.3581626727658,-124.58459245446
42.3841814223159,42.3841814223159,0.0590600245380638,0.0158250858799365,0,15.3805405363505,-125.676400755678
42.5630176308488,42.5630176308488,0.0588872820255662,0.0157787996632142,0,15.4031136547922,-126.768209056896
42.7418538393818,42.7418538393818,0.0587145395130685,0.0157325134464919,0,15.425882028091,-127.860017358114
42.9206900479148,42.9206900479148,0.0585417970005709,0.0156862272297697,0,15.4488456562468,-128.951825659332
43.0995262564478,43.0995262564478,0.0583690544880733,0.0156399410130474,0,15.4720045392596,-130.043633960549
43.2783624649807,43.2783624649807,0.0581963119755757,0.0155936547963252,0,15.4953586771295,-131.135442261767
43.4571986735137,43.4571986735137,0.058023569463078,0.0155473685796029,0,15.5189080698564,-132.227250562985
43.6360348820467,43.6360348820467,0.0578508269505804,0.0155010823628806,0,15.5426527174404,-133.319058864203
43.8148710905797,43.8148710905797,0.0576780844380828,0.0154547961461584,0,15.5665926198813,-134.410867165421
43.9937072991127,43.9937072991127,0.0575053419255852,0.0154085099294361,0,15.5907277771793,-135.502675466638
44.1725435076456,44.1725435076456,0.0573325994130876,0.0153622237127138,0,15.6150581893344,-136.594483767856
44.3513797161786,44.3513797161786,0.0571598569005899,0.0153159374959916,0,15.6395838563465,-137.686292069074
44.5302159247116,44.5302159247116,0.0569871143880923,0.0152696512792693,0,15.6643047782156,-138.778100370292
44.7090521332446,44.7090521332446,0.0568143718755947,0.0152233650625471,0,15.6892209549417,-139.86990867151
44.8878883417776,44.8878883417776,0.0566416293630971,0.0151770788458248,0,15.7143323865249,-140.961716972727
45.0667245503105,45.0667245503105,0.0564688868505994,0.0151307926291025,0,15.7396390729651,-142.053525273945
45.2455607588435,45.2455607588435,0.0562961443381018,0.0150845064123803,0,15.7651410142624,-143.145333575163
45.4243969673765,45.4243969673765,0.0561234018256042,0.015038220195658,0,15.7908382104167,-144.237141876381
45.6032331759095,45.6032331759095,0.0559506593131066,0.0149919339789358,0,15.8168156133576,-147.011299134153
45.7820693844425,45.7820693844425,0.055777916800609,0.0149456477622135,0,15.8432250557514,-148.336523440352
45.9609055929754,45.9609055929754,0.0556051742881113,0.0148993615454912,0,15.8698714962357,-149.66174774655
46.1397418015084,46.1397418015084,0.0554324317756137,0.014853075328769,0,15.8967549348103,-150.986972052749
46.3185780100414,46.3185780100414,0.0552596892631161,0.0148067891120467,0,15.9238753714752,-152.312196358948
46.4974142185744,46.4974142185744,0.0550869467506185,0.0147605028953245,0,15.9512328062306,-153.637420665146
46.6762504271073,46.6762504271073,0.0549142042381209,0.0147142166786022,0,15.9788272390763,-154.962644971345
46.8550866356403,46.8550866356403,0.0547414617256232,0.0146679304618799,0,16.0066586700124,-156.287869277544
47.0339228441733,47.0339228441733,0.0545687192131256,0.0146216442451577,0,16.0347270990389,-157.613093583742
47.2127590527063,47.2127590527063,0.054395976700628,0.0145753580284354,0,16.0630325261558,-158.938317889941
