0.000,0.000
0.000,0.179
0.000,0.358
0.000,0.537
0.000,0.715
0.000,0.894
0.000,1.073
0.000,1.252
0.000,1.431
0.000,1.610
0.000,1.788
0.000,1.967
0.000,2.146
0.000,2.325
0.000,2.504
0.000,2.683
0.000,2.861
0.000,3.040
0.000,3.219
0.000,3.398
0.000,3.577
0.000,3.756
0.000,3.934
0.000,4.113
0.000,4.292
0.000,4.471
0.000,4.650
0.000,4.829
0.000,5.007
0.000,5.186
0.000,5.365
0.000,5.544
0.000,5.723
0.000,5.902
0.000,6.080
0.000,6.259
0.000,6.438
0.000,6.617
0.000,6.796
0.000,6.975
0.000,7.153
0.000,7.332
0.000,7.511
0.000,7.690
0.000,7.869
0.000,8.048
0.000,8.226
0.000,8.405
0.000,8.584
0.000,8.763
0.000,8.942
0.000,9.121
0.000,9.299
0.000,9.478
0.000,9.657
0.000,9.836
0.000,10.015
0.000,10.194
0.000,10.373
0.000,10.551
0.000,10.730
0.000,10.909
0.000,11.088
0.000,11.267
0.000,11.446
0.000,11.624
0.000,11.803
0.000,11.982
0.000,12.161
0.000,12.340
0.000,12.519
0.000,12.697
0.000,12.876
0.000,13.055
0.000,13.234
0.000,13.413
0.000,13.592
0.000,13.770
0.000,13.949
0.000,14.128
0.000,14.307
0.000,14.486
0.000,14.665
0.000,14.843
0.000,15.022
0.000,15.201
0.000,15.380
0.000,15.559
0.000,15.738
0.000,15.916
0.000,16.095
0.000,16.274
0.000,16.453
0.000,16.632
0.000,16.811
0.000,16.989
0.000,17.168
0.000,17.347
0.000,17.526
0.000,17.705
0.000,17.884
0.000,18.062
0.000,18.241
0.000,18.420
0.000,18.599
0.000,18.778
0.000,18.957
0.000,19.135
0.000,19.314
0.000,19.493
0.000,19.672
0.000,19.851
0.000,20.030
0.000,20.208
0.000,20.387
0.000,20.566
0.000,20.745
0.000,20.924
0.000,21.103
0.000,21.282
0.000,21.460
0.000,21.639
0.000,21.818
0.000,21.997
0.000,22.176
0.000,22.355
0.000,22.533
0.000,22.712
0.000,22.891
0.000,23.070
0.000,23.249
0.000,23.428
0.000,23.606
0.000,23.785
0.000,23.964
0.000,24.143
0.000,24.322
0.000,24.501
0.000,24.679
0.000,24.858
0.000,25.037
0.000,25.216
0.000,25.395
0.000,25.574
0.000,25.752
0.000,25.931
0.000,26.110
0.000,26.289
0.000,26.468
0.000,26.647
0.000,26.825
0.000,27.004
0.000,27.183
0.000,27.362
0.000,27.541
0.000,27.720
0.000,27.898
0.000,28.077
0.000,28.256
0.000,28.435
0.000,28.614
0.000,28.793
0.000,28.971
0.000,29.150
0.000,29.329
0.000,29.508
0.001,29.687
0.001,29.866
0.001,30.044
0.001,30.223
0.001,30.402
0.001,30.581
0.001,30.760
0.001,30.939
0.001,31.118
0.001,31.296
0.001,31.475
0.001,31.654
0.001,31.833
0.001,32.012
0.001,32.191
0.001,32.369
0.001,32.548
0.001,32.727
0.001,32.906
0.001,33.085
0.001,33.264
0.001,33.442
0.001,33.621
0.001,33.800
0.001,33.979
0.001,34.158
0.001,34.337
0.001,34.515
0.001,34.694
0.001,34.873
0.001,35.052
0.001,35.231
0.001,35.410
0.001,35.588
0.001,35.767
0.001,35.946
0.001,36.125
0.001,36.304
0.001,36.483
0.001,36.661
0.001,36.840
0.001,37.019
0.001,37.198
0.001,37.377
0.001,37.556
0.001,37.734
0.001,37.913
0.001,38.092
0.001,38.271
0.001,38.450
0.001,38.629
0.001,38.807
0.001,38.986
0.001,39.165
0.001,39.344
0.001,39.523
0.001,39.702
0.001,39.880
0.001,40.059
0.001,40.238
0.001,40.417
0.001,40.596
0.001,40.775
0.001,40.953
0.001,41.132
0.001,41.311
0.001,41.490
0.001,41.669
0.001,41.848
0.001,42.027
0.001,42.205
0.001,42.384
0.001,42.563
0.001,42.742
0.001,42.921
0.001,43.100
0.001,43.278
0.001,43.457
0.001,43.636
0.001,43.815
0.001,43.994
0.001,44.173
0.001,44.351
0.001,44.530
0.001,44.709
0.001,44.888
0.001,45.067
0.001,45.246
0.001,45.424
0.001,45.603
0.001,45.782
0.001,45.961
0.001,46.140
0.001,46.319
0.001,46.497
0.001,46.676
0.001,46.855
0.001,47.034
0.001,47.213
0.001,47.392
0.001,47.570
0.001,47.749
0.001,47.928
0.001,48.107
0.001,48.286
0.001,48.465
0.001,48.643
0.001,48.822
0.001,49.001
0.001,49.180
0.001,49.359
0.001,49.538
0.001,49.716
0.001,49.895
0.001,50.074
0.001,50.253
0.001,50.432
0.001,50.611
0.001,50.789
0.001,50.968
0.001,51.147
0.001,51.326
0.001,51.505
0.001,51.684
0.001,51.863
0.001,52.041
0.001,52.220
0.001,52.399
0.001,52.578
0.001,52.757
0.001,52.936
0.001,53.114
0.001,53.293
0.001,53.472
0.001,53.651
0.001,53.830
0.001,54.009
0.001,54.187
0.001,54.366
0.001,54.545
0.001,54.724
0.001,54.903
0.001,55.082
0.001,55.260
0.001,55.439
0.001,55.618
0.001,55.797
0.001,55.976
0.001,56.155
0.001,56.333
0.001,56.512
0.001,56.691
0.001,56.870
0.001,57.049
0.001,57.228
0.001,57.406
0.001,57.585
0.001,57.764
0.001,57.943
0.001,58.122
0.001,58.301
0.001,58.479
0.001,58.658
0.001,58.837
0.001,59.016
0.001,59.195
0.001,59.374
0.001,59.552
0.001,59.731
0.001,59.910
0.001,60.089
0.001,60.268
0.001,60.447
0.001,60.625
0.001,60.804
0.001,60.983
0.001,61.162
0.001,61.341
0.001,61.520
0.001,61.698
0.001,61.877
0.001,62.056
0.001,62.235
0.001,62.414
0.001,62.593
0.001,62.772
0.001,62.950
0.001,63.129
0.001,63.308
0.001,63.487
0.001,63.666
0.001,63.845
0.001,64.023
0.001,64.202
0.001,64.381
0.001,64.560
0.001,64.739
0.001,64.918
0.001,65.096
0.001,65.275
0.001,65.454
0.001,65.633
0.001,65.812
0.001,65.991
